"year","lnw","female","widowed","divorced","separated","nevermarried","hsd08","hsd911","hsg","cg","ad","mw","so","we","exp1","exp2","exp3","exp4","weight","married","ne","sc"
2012,3.97851274669698,0,0,1,0,0,0,0,0,0,1,1,0,0,28,7.84,21.952,61.4656,1400.1,FALSE,FALSE,FALSE
2012,2.83907846350861,1,0,1,0,0,0,0,0,0,0,1,0,0,29.5,8.7025,25.672375,75.73350625,1759.99,FALSE,FALSE,TRUE
2012,2.83907846350861,1,0,0,0,1,0,0,0,0,1,1,0,0,10,1,1,1,3043.52,FALSE,FALSE,FALSE
2012,3.48343547989913,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0.16,0.064,0.0256,3698.29,FALSE,FALSE,FALSE
2012,3.06222201482282,1,0,0,0,1,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,1743.51,FALSE,FALSE,FALSE
2012,2.72574977820161,1,0,0,0,1,0,0,0,0,1,1,0,0,21,4.41,9.261,19.4481,1743.51,FALSE,FALSE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,1586.61,TRUE,FALSE,TRUE
2012,3.53222564406856,0,0,0,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,1758.33,TRUE,FALSE,FALSE
2012,1.87263794794899,1,0,0,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,1758.33,TRUE,FALSE,FALSE
2012,2.30008196277593,0,0,0,0,0,0,0,1,0,0,1,0,0,22,4.84,10.648,23.4256,1490.95,TRUE,FALSE,FALSE
2012,4.10367588965098,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0.81,0.729,0.6561,1823.97,TRUE,FALSE,FALSE
2012,3.53222564406856,0,0,0,0,0,0,0,1,0,0,1,0,0,16,2.56,4.096,6.5536,1823.97,TRUE,FALSE,FALSE
2012,3.37459669986498,1,0,1,0,0,0,0,0,0,0,1,0,0,10,1,1,1,2448.46,FALSE,FALSE,TRUE
2012,2.59959849287471,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0.49,0.343,0.2401,2448.46,FALSE,FALSE,TRUE
2012,3.10144272797611,0,0,0,0,0,0,0,1,0,0,1,0,0,29,8.41,24.389,70.7281,1506.96,TRUE,FALSE,FALSE
2012,2.57879536524495,0,0,0,0,1,0,0,0,0,0,1,0,0,18.5,3.4225,6.331625,11.71350625,1826.71,FALSE,FALSE,TRUE
2012,2.70554707088409,1,0,0,0,1,0,0,0,0,0,1,0,0,14.5,2.1025,3.048625,4.42050625,1826.71,FALSE,FALSE,TRUE
2012,2.49429679901626,1,0,0,0,0,0,0,0,1,0,1,0,0,23,5.29,12.167,27.9841,1764.56,TRUE,FALSE,FALSE
2012,2.79699699562911,0,0,0,0,0,0,0,0,0,0,1,0,0,19.5,3.8025,7.414875,14.45900625,1764.56,TRUE,FALSE,TRUE
2012,2.3351732825872,1,0,0,0,0,0,0,1,0,0,1,0,0,13,1.69,2.197,2.8561,2448.46,TRUE,FALSE,FALSE
2012,3.23055732964204,0,0,0,0,0,0,0,1,0,0,1,0,0,28,7.84,21.952,61.4656,2448.46,TRUE,FALSE,FALSE
2012,1.80945904632746,1,0,0,0,0,0,0,0,0,0,1,0,0,20.5,4.2025,8.615125,17.66100625,1355.35,TRUE,FALSE,TRUE
2012,2.70554707088409,0,0,0,0,0,0,0,1,0,0,1,0,0,19,3.61,6.859,13.0321,1355.35,TRUE,FALSE,FALSE
2012,4.04305126783455,0,0,0,0,0,0,0,0,0,1,1,0,0,21,4.41,9.261,19.4481,1236.16,TRUE,FALSE,FALSE
2012,3.85038387698635,0,0,0,0,0,0,0,0,0,1,1,0,0,19,3.61,6.859,13.0321,1754.06,TRUE,FALSE,FALSE
2012,2.45830596799082,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,1407.69,TRUE,FALSE,FALSE
2012,2.77453994237104,1,0,0,0,1,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,1305.84,FALSE,FALSE,FALSE
2012,2.40186465708587,0,0,0,0,1,0,0,0,0,0,1,0,0,8.5,0.7225,0.614125,0.52200625,1305.84,FALSE,FALSE,TRUE
2012,2.69597761986794,1,0,1,0,0,0,0,1,0,0,1,0,0,15,2.25,3.375,5.0625,1333.26,FALSE,FALSE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,1,0,0,21.5,4.6225,9.938375,21.36750625,1786.51,TRUE,FALSE,TRUE
2012,2.49423797721688,0,0,0,0,0,0,0,1,0,0,1,0,0,25,6.25,15.625,39.0625,3425.09,TRUE,FALSE,FALSE
2012,3.14226472249636,1,0,0,0,0,0,0,0,1,0,1,0,0,15,2.25,3.375,5.0625,3425.09,TRUE,FALSE,FALSE
2012,2.77453994237104,0,0,0,0,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,1786.51,TRUE,FALSE,FALSE
2012,2.79651884908982,0,0,0,0,0,0,0,1,0,0,1,0,0,33,10.89,35.937,118.5921,3403.24,TRUE,FALSE,FALSE
2012,2.73371794785079,0,0,0,0,0,0,0,0,0,0,1,0,0,33,10.89,35.937,118.5921,2024.57,TRUE,FALSE,TRUE
2012,3.33873078667648,0,0,0,0,0,0,0,0,0,1,1,0,0,27,7.29,19.683,53.1441,3152.04,TRUE,FALSE,FALSE
2012,2.04584782439169,1,0,0,0,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,3152.04,TRUE,FALSE,FALSE
2012,2.52322551409014,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,3579.48,TRUE,FALSE,FALSE
2012,1.69573028099911,1,0,1,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,2942.11,FALSE,FALSE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,1,0,0,21,4.41,9.261,19.4481,1818.97,TRUE,FALSE,TRUE
2012,2.22597399062221,1,0,0,0,0,0,0,1,0,0,1,0,0,12,1.44,1.728,2.0736,1796.52,TRUE,FALSE,FALSE
2012,3.90951987521003,1,0,0,0,0,0,0,0,1,0,1,0,0,23,5.29,12.167,27.9841,1830.87,TRUE,FALSE,FALSE
2012,2.55139639105683,0,0,0,0,0,0,0,1,0,0,1,0,0,18,3.24,5.832,10.4976,1809.06,TRUE,FALSE,FALSE
2012,3.72146764370709,0,0,0,0,0,0,0,0,0,0,1,0,0,28,7.84,21.952,61.4656,2439.22,TRUE,FALSE,TRUE
2012,2.68144951930503,1,0,0,0,0,0,0,0,1,0,1,0,0,25,6.25,15.625,39.0625,2439.22,TRUE,FALSE,FALSE
2012,2.97521063783319,0,0,0,0,1,0,0,1,0,0,1,0,0,18,3.24,5.832,10.4976,2886.17,FALSE,FALSE,FALSE
2012,2.89970308532505,1,0,0,0,1,0,0,1,0,0,1,0,0,8,0.64,0.512,0.4096,2639.42,FALSE,FALSE,FALSE
2012,2.14593128294867,0,0,0,0,0,0,0,1,0,0,1,0,0,24,5.76,13.824,33.1776,2541.28,TRUE,FALSE,FALSE
2012,3.41052870909104,0,0,0,0,0,0,0,0,0,0,1,0,0,23.5,5.5225,12.977875,30.49800625,1355.35,TRUE,FALSE,TRUE
2012,3.72719831841607,0,0,1,0,0,0,0,0,1,0,1,0,0,18,3.24,5.832,10.4976,1480.9,FALSE,FALSE,FALSE
2012,3.30227603828535,0,0,0,0,1,0,0,0,0,1,1,0,0,25,6.25,15.625,39.0625,2706.43,FALSE,FALSE,FALSE
2012,2.87990045802887,0,0,0,0,1,0,0,0,0,1,1,0,0,14,1.96,2.744,3.8416,3430.14,FALSE,FALSE,FALSE
2012,3.48443498023221,0,0,0,0,0,0,0,0,0,0,1,0,0,30.5,9.3025,28.372625,86.53650625,3480.4,TRUE,FALSE,TRUE
2012,1.91231643176716,1,0,0,0,0,0,0,0,0,0,1,0,0,29.5,8.7025,25.672375,75.73350625,3480.4,TRUE,FALSE,TRUE
2012,2.52322551409014,1,0,0,0,1,0,0,0,0,0,1,0,0,30,9,27,81,1856.21,FALSE,FALSE,TRUE
2012,2.74772868492039,0,0,1,0,0,0,0,0,0,0,1,0,0,10,1,1,1,3480.4,FALSE,FALSE,TRUE
2012,2.97521063783319,1,0,1,0,0,0,0,0,1,0,1,0,0,26,6.76,17.576,45.6976,3480.4,FALSE,FALSE,FALSE
2012,1.80812482331432,1,0,0,0,0,1,0,0,0,0,1,0,0,36.5,13.3225,48.627125,177.48900625,1856.21,TRUE,FALSE,FALSE
2012,2.40829554741616,0,0,0,0,0,0,0,1,0,0,1,0,0,35,12.25,42.875,150.0625,3480.4,TRUE,FALSE,FALSE
2012,3.14226472249636,1,0,0,0,1,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,3499.61,FALSE,FALSE,FALSE
2012,3.00741377832783,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,1789.34,TRUE,FALSE,FALSE
2012,2.36907483426288,1,0,1,0,0,0,0,1,0,0,1,0,0,33,10.89,35.937,118.5921,1681.09,FALSE,FALSE,FALSE
2012,2.22597399062221,1,0,0,0,0,0,0,0,0,0,1,0,0,32.5,10.5625,34.328125,111.56640625,3152.04,TRUE,FALSE,TRUE
2012,2.77453994237104,1,0,0,0,0,0,0,0,0,0,1,0,0,28.5,8.1225,23.149125,65.97500625,1681.09,TRUE,FALSE,TRUE
2012,2.87990045802887,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0.81,0.729,0.6561,1668.01,TRUE,FALSE,TRUE
2012,2.87990045802887,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0.49,0.343,0.2401,1668.01,TRUE,FALSE,TRUE
2012,3.59502654530759,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,1818.97,TRUE,FALSE,FALSE
2012,2.48240351956988,1,0,0,0,0,0,0,0,0,1,1,0,0,7,0.49,0.343,0.2401,1818.97,TRUE,FALSE,FALSE
2012,3.02650393222074,1,0,0,0,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,3483.7,TRUE,FALSE,FALSE
2012,2.87994045722889,1,0,0,0,0,0,0,0,1,0,1,0,0,14,1.96,2.744,3.8416,1857.97,TRUE,FALSE,FALSE
2012,2.4643850140672,1,0,1,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,1738.21,FALSE,FALSE,FALSE
2012,2.63143909873037,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1.21,1.331,1.4641,2499.86,TRUE,FALSE,TRUE
2012,2.67617499257176,1,0,0,0,1,0,0,0,0,0,1,0,0,16.5,2.7225,4.492125,7.41200625,2617.19,FALSE,FALSE,TRUE
2012,3.3499040872746,0,0,0,0,0,0,0,0,1,0,1,0,0,31,9.61,29.791,92.3521,3178.38,TRUE,FALSE,FALSE
2012,2.43361335540045,1,0,0,0,0,0,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,3178.38,TRUE,FALSE,TRUE
2012,4.48933837046297,0,0,0,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,3796.07,TRUE,FALSE,FALSE
2012,2.87990045802887,0,0,0,0,1,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,3531.09,FALSE,FALSE,FALSE
2012,1.60693478221598,0,0,0,0,1,0,1,0,0,0,1,0,0,10,1,1,1,3476.9,FALSE,FALSE,FALSE
2012,3.06222201482282,0,0,0,0,1,0,0,0,0,1,1,0,0,5,0.25,0.125,0.0625,3476.9,FALSE,FALSE,FALSE
2012,3.20198395719798,0,0,0,0,0,0,0,0,0,0,1,0,0,19.5,3.8025,7.414875,14.45900625,1477.36,TRUE,FALSE,TRUE
2012,3.8041593595522,0,0,1,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,3477.65,FALSE,FALSE,FALSE
2012,3.2164012656705,0,0,0,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,1789.34,TRUE,FALSE,FALSE
2012,3.75536919538277,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0.16,0.064,0.0256,3355.02,TRUE,FALSE,FALSE
2012,2.69597761986794,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1.21,1.331,1.4641,2900.29,FALSE,FALSE,TRUE
2012,2.79651884908982,0,0,0,0,0,0,0,1,0,0,1,0,0,28,7.84,21.952,61.4656,3299.98,TRUE,FALSE,FALSE
2012,2.7367996143882,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3248.93,FALSE,FALSE,FALSE
2012,2.002830439308,1,0,0,0,1,0,0,1,0,0,1,0,0,32,10.24,32.768,104.8576,2756.22,FALSE,FALSE,FALSE
2012,1.532980644383,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0.49,0.343,0.2401,1909.05,TRUE,FALSE,FALSE
2012,2.22597399062221,1,0,0,0,0,0,0,0,0,0,1,0,0,28,7.84,21.952,61.4656,2756.22,TRUE,FALSE,TRUE
2012,2.30008196277593,0,0,0,0,1,0,0,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,1739.71,FALSE,FALSE,TRUE
2012,3.10144272797611,0,0,0,0,0,0,0,0,0,1,1,0,0,17,2.89,4.913,8.3521,1550.67,TRUE,FALSE,FALSE
2012,3.24454357161678,0,0,1,0,0,0,0,1,0,0,1,0,0,33,10.89,35.937,118.5921,1427.31,FALSE,FALSE,FALSE
2012,3.59502654530759,0,0,0,0,0,0,0,0,0,1,1,0,0,14,1.96,2.744,3.8416,1628.59,TRUE,FALSE,FALSE
2012,2.41255994620262,0,0,0,0,0,0,0,0,0,0,1,0,0,25,6.25,15.625,39.0625,2146.67,TRUE,FALSE,TRUE
2012,2.10337166852987,0,0,0,0,1,0,0,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,2229.82,FALSE,FALSE,TRUE
2012,3.02448168683998,0,0,0,0,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,2049.81,TRUE,FALSE,FALSE
2012,3.18738515777683,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,1946.25,TRUE,FALSE,FALSE
2012,3.02832046314714,0,0,0,0,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,1961.5,TRUE,FALSE,FALSE
2012,2.18675327746892,0,0,0,0,0,0,0,0,0,0,1,0,0,28.5,8.1225,23.149125,65.97500625,2058.9,TRUE,FALSE,TRUE
2012,2.49423797721688,0,0,0,0,0,0,0,0,1,0,1,0,0,11,1.21,1.331,1.4641,2155.82,TRUE,FALSE,FALSE
2012,3.10144272797611,0,0,0,0,0,0,0,0,0,0,1,0,0,26.5,7.0225,18.609625,49.31550625,1632.94,TRUE,FALSE,TRUE
2012,3.16758253048065,0,0,0,0,0,0,0,0,0,0,1,0,0,15.5,2.4025,3.723875,5.77200625,1851.57,TRUE,FALSE,TRUE
2012,3.57304763858881,0,0,1,0,0,0,0,0,0,0,1,0,0,21,4.41,9.261,19.4481,1846.09,FALSE,FALSE,TRUE
2012,2.65675690671466,1,1,0,0,0,0,0,0,0,0,1,0,0,33.5,11.2225,37.595375,125.94450625,1541.87,FALSE,FALSE,TRUE
2012,3.3499040872746,0,0,0,0,0,0,0,0,0,0,1,0,0,32.5,10.5625,34.328125,111.56640625,1583.44,TRUE,FALSE,TRUE
2012,2.94443897916644,1,0,0,0,0,0,0,0,1,0,1,0,0,25,6.25,15.625,39.0625,1583.44,TRUE,FALSE,FALSE
2012,3.28536556613703,0,0,0,0,0,0,0,1,0,0,1,0,0,19,3.61,6.859,13.0321,1583.44,TRUE,FALSE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,1,0,0,28.5,8.1225,23.149125,65.97500625,1650.32,TRUE,FALSE,TRUE
2012,2.63840776804646,0,0,0,0,0,0,0,0,0,0,1,0,0,23.5,5.5225,12.977875,30.49800625,1330.55,TRUE,FALSE,TRUE
2012,2.79651884908982,1,0,0,0,0,0,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,3178.38,TRUE,FALSE,TRUE
2012,2.52322551409014,0,0,0,0,0,0,0,1,0,0,1,0,0,30,9,27,81,2520.95,TRUE,FALSE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,1,0,0,1,0,0,29,8.41,24.389,70.7281,1619.14,TRUE,FALSE,FALSE
2012,2.65675690671466,1,0,0,0,0,0,0,0,0,0,1,0,0,28,7.84,21.952,61.4656,1619.14,TRUE,FALSE,TRUE
2012,2.08287314698153,1,0,0,0,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,1856.21,TRUE,FALSE,FALSE
2012,2.77453994237104,0,0,0,0,0,0,0,0,1,0,1,0,0,27,7.29,19.683,53.1441,1856.21,TRUE,FALSE,FALSE
2012,3.31168287445441,0,0,0,0,0,0,0,0,0,0,1,0,0,25.5,6.5025,16.581375,42.28250625,2024.57,TRUE,FALSE,TRUE
2012,3.41052870909104,1,0,0,0,0,0,0,0,0,0,1,0,0,24.5,6.0025,14.706125,36.03000625,2024.57,TRUE,FALSE,TRUE
2012,2.65675690671466,0,0,0,0,0,0,0,0,0,1,1,0,0,16,2.56,4.096,6.5536,1789.34,TRUE,FALSE,FALSE
2012,3.57304763858881,0,0,0,0,0,0,0,0,0,0,1,0,0,31,9.61,29.791,92.3521,3480.4,TRUE,FALSE,TRUE
2012,3.19575340744735,1,0,1,0,0,0,0,0,0,0,1,0,0,32,10.24,32.768,104.8576,1856.21,FALSE,FALSE,TRUE
2012,2.72129542785223,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.09,0.027,0.0081,1866.46,TRUE,FALSE,FALSE
2012,3.21637269465008,1,0,0,0,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,3152.04,TRUE,FALSE,FALSE
2012,3.83541190305631,1,0,0,0,0,0,0,0,1,0,1,0,0,26,6.76,17.576,45.6976,3152.04,TRUE,FALSE,FALSE
2012,3.04879899449068,0,0,0,0,0,0,0,0,1,0,1,0,0,26,6.76,17.576,45.6976,3152.04,TRUE,FALSE,FALSE
2012,3.46768712293099,1,0,0,0,0,0,0,0,1,0,1,0,0,16,2.56,4.096,6.5536,2770.26,TRUE,FALSE,FALSE
2012,3.06222201482282,0,0,0,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,2770.26,TRUE,FALSE,FALSE
2012,1.96360972615471,1,0,1,0,0,1,0,0,0,0,1,0,0,38.5,14.8225,57.066625,219.70650625,3308.56,FALSE,FALSE,FALSE
2012,2.04057076729084,0,0,0,0,0,0,0,0,0,0,1,0,0,11.5,1.3225,1.520875,1.74900625,1668.01,TRUE,FALSE,TRUE
2012,4.04305126783455,0,0,0,0,0,0,0,0,1,0,1,0,0,17,2.89,4.913,8.3521,1477.47,TRUE,FALSE,FALSE
2012,3.97851274669698,0,0,0,0,0,0,0,0,0,1,1,0,0,26,6.76,17.576,45.6976,1860.89,TRUE,FALSE,FALSE
2012,1.99178060312141,1,0,0,0,1,0,0,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,3127.53,FALSE,FALSE,TRUE
2012,2.93005024171434,1,1,0,0,0,0,1,0,0,0,1,0,0,38,14.44,54.872,208.5136,1869.78,FALSE,FALSE,FALSE
2012,4.26619481914876,0,0,0,0,0,0,0,0,0,1,1,0,0,29,8.41,24.389,70.7281,3299.98,TRUE,FALSE,FALSE
2012,3.6122683517421,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,1577.64,TRUE,FALSE,FALSE
2012,2.23602432647571,0,0,0,0,0,0,0,0,0,0,1,0,0,21,4.41,9.261,19.4481,1818.97,TRUE,FALSE,TRUE
2012,2.36907483426288,1,0,0,0,0,0,0,0,0,0,1,0,0,29.5,8.7025,25.672375,75.73350625,2756.22,TRUE,FALSE,TRUE
2012,3.75536919538277,1,0,0,1,0,0,0,0,1,0,1,0,0,27,7.29,19.683,53.1441,1469.99,FALSE,FALSE,FALSE
2012,3.57304763858881,0,0,0,0,0,0,0,0,1,0,1,0,0,18,3.24,5.832,10.4976,1355.35,TRUE,FALSE,FALSE
2012,3.41052870909104,1,0,0,0,0,0,0,0,1,0,1,0,0,18,3.24,5.832,10.4976,1355.35,TRUE,FALSE,FALSE
2012,3.70130197411249,0,0,0,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,1506.96,TRUE,FALSE,FALSE
2012,3.45526460293243,1,0,0,0,0,0,0,0,0,1,1,0,0,19,3.61,6.859,13.0321,1506.96,TRUE,FALSE,FALSE
2012,1.96360972615471,0,0,1,0,0,0,0,1,0,0,1,0,0,31,9.61,29.791,92.3521,1443.43,FALSE,FALSE,FALSE
2012,2.08877286910872,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1.69,2.197,2.8561,2499.86,TRUE,FALSE,TRUE
2012,2.956861499165,1,0,1,0,0,0,0,0,0,1,1,0,0,27,7.29,19.683,53.1441,3035.89,FALSE,FALSE,FALSE
2012,1.96360972615471,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,2639.42,FALSE,FALSE,FALSE
2012,3.79619118990302,0,0,0,0,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,1506.96,TRUE,FALSE,FALSE
2012,2.55139639105683,1,0,0,0,0,0,0,1,0,0,1,0,0,10,1,1,1,1305.84,TRUE,FALSE,FALSE
2012,3.24454357161678,0,0,0,0,0,0,0,0,0,0,1,0,0,17,2.89,4.913,8.3521,1305.84,TRUE,FALSE,TRUE
2012,2.65675690671466,1,0,0,0,0,0,0,0,0,0,1,0,0,29.5,8.7025,25.672375,75.73350625,1856.21,TRUE,FALSE,TRUE
2012,3.28536556613703,0,0,0,0,0,0,0,0,0,0,1,0,0,32.5,10.5625,34.328125,111.56640625,1856.21,TRUE,FALSE,TRUE
2012,2.83907846350861,1,0,0,0,0,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,1491.12,TRUE,FALSE,FALSE
2012,3.57144635722184,0,0,1,0,0,0,0,0,0,1,1,0,0,18,3.24,5.832,10.4976,3430.14,FALSE,FALSE,FALSE
2012,3.15145314855077,0,0,0,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,3796.07,TRUE,FALSE,FALSE
2012,2.80757979644924,0,0,0,0,1,0,0,0,1,0,1,0,0,30,9,27,81,3493.08,FALSE,FALSE,FALSE
2012,3.57304763858881,0,0,0,0,0,0,0,0,1,0,1,0,0,24,5.76,13.824,33.1776,1764.56,TRUE,FALSE,FALSE
2012,3.50405476710186,0,0,0,0,0,0,0,0,0,1,1,0,0,12,1.44,1.728,2.0736,1550.43,TRUE,FALSE,FALSE
2012,2.72441555518847,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,2859.65,FALSE,FALSE,FALSE
2012,3.75536919538277,1,1,0,0,0,0,0,0,0,1,1,0,0,26,6.76,17.576,45.6976,3152.04,FALSE,FALSE,FALSE
2012,2.79028829933918,1,0,0,0,0,0,0,0,0,0,1,0,0,22,4.84,10.648,23.4256,2770.26,TRUE,FALSE,TRUE
2012,3.40817299539858,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2.56,4.096,6.5536,1506.91,TRUE,FALSE,TRUE
2012,3.3499040872746,0,0,1,0,0,0,0,1,0,0,1,0,0,30,9,27,81,1941.3,FALSE,FALSE,FALSE
2012,2.04157126762443,1,0,0,0,1,0,0,1,0,0,1,0,0,17,2.89,4.913,8.3521,1550.43,FALSE,FALSE,FALSE
2012,3.15415951014851,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0.49,0.343,0.2401,1550.43,TRUE,FALSE,FALSE
2012,2.84680050960252,1,0,0,0,0,0,0,0,1,0,1,0,0,11,1.21,1.331,1.4641,1550.43,TRUE,FALSE,FALSE
2012,2.4643850140672,1,0,1,0,0,0,0,0,0,0,1,0,0,31.5,9.9225,31.255875,98.45600625,1681.09,FALSE,FALSE,TRUE
2012,3.48966602964976,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0.64,0.512,0.4096,1506.91,TRUE,FALSE,FALSE
2012,2.68660986986434,0,0,0,0,0,0,0,0,0,0,1,0,0,31.5,9.9225,31.255875,98.45600625,3152.04,TRUE,FALSE,TRUE
2012,3.02448168683998,1,0,0,0,0,0,0,0,1,0,1,0,0,30,9,27,81,3152.04,TRUE,FALSE,FALSE
2012,2.74376828370429,0,0,0,0,1,0,0,0,0,1,1,0,0,16,2.56,4.096,6.5536,2789.21,FALSE,FALSE,FALSE
2012,2.45830596799082,0,0,0,0,0,0,0,0,0,0,1,0,0,17,2.89,4.913,8.3521,2770.26,TRUE,FALSE,TRUE
2012,2.26371431860505,1,0,0,0,0,0,0,1,0,0,1,0,0,23,5.29,12.167,27.9841,2770.26,TRUE,FALSE,FALSE
2012,3.52175434420126,0,0,0,0,0,0,0,0,0,0,1,0,0,33.5,11.2225,37.595375,125.94450625,1764.56,TRUE,FALSE,TRUE
2012,4.21490152476121,1,0,0,0,0,0,0,0,0,0,1,0,0,25.5,6.5025,16.581375,42.28250625,1764.56,TRUE,FALSE,TRUE
2012,3.57304763858881,0,0,0,0,0,0,0,0,0,1,1,0,0,25,6.25,15.625,39.0625,2173.01,TRUE,FALSE,FALSE
2012,2.65675690671466,0,0,0,0,0,0,0,1,0,0,1,0,0,28,7.84,21.952,61.4656,2942.11,TRUE,FALSE,FALSE
2012,2.65425377649654,1,0,0,0,1,0,0,0,0,1,1,0,0,5,0.25,0.125,0.0625,3410.58,FALSE,FALSE,FALSE
2012,2.27946267557319,1,0,0,0,0,0,0,0,0,0,1,0,0,23.5,5.5225,12.977875,30.49800625,1642.78,TRUE,FALSE,TRUE
2012,2.75569685456956,0,0,0,0,0,0,0,0,1,0,1,0,0,16,2.56,4.096,6.5536,1552.83,TRUE,FALSE,FALSE
2012,2.32330233458277,0,0,0,0,1,0,0,1,0,0,1,0,0,12,1.44,1.728,2.0736,1569.1,FALSE,FALSE,FALSE
2012,2.87990045802887,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,2087.05,TRUE,FALSE,FALSE
2012,2.87990045802887,1,0,0,0,0,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,2087.05,TRUE,FALSE,FALSE
2012,3.59285026588499,1,0,0,0,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,2190.41,TRUE,FALSE,FALSE
2012,4.48933837046297,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0.49,0.343,0.2401,2190.41,TRUE,FALSE,FALSE
2012,2.14593128294867,1,0,0,0,0,0,0,0,0,0,1,0,0,23.5,5.5225,12.977875,30.49800625,1729.05,TRUE,FALSE,TRUE
2012,3.14226472249636,0,0,0,0,0,0,0,0,1,0,1,0,0,23,5.29,12.167,27.9841,1555.1,TRUE,FALSE,FALSE
2012,3.37834202259514,1,0,0,0,0,0,0,0,0,0,1,0,0,17.5,3.0625,5.359375,9.37890625,1529.75,TRUE,FALSE,TRUE
2012,3.1267605359604,1,0,0,0,0,0,0,0,0,1,1,0,0,28,7.84,21.952,61.4656,2129.78,TRUE,FALSE,FALSE
2012,2.52322551409014,1,0,1,0,0,0,0,0,0,0,1,0,0,11.5,1.3225,1.520875,1.74900625,1728.99,FALSE,FALSE,TRUE
2012,3.18738515777683,1,0,1,0,0,0,0,0,0,1,1,0,0,15,2.25,3.375,5.0625,1581.43,FALSE,FALSE,FALSE
2012,3.3499040872746,0,0,0,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,1632.94,TRUE,FALSE,FALSE
2012,3.18738515777683,0,0,0,0,0,0,0,0,0,1,1,0,0,16,2.56,4.096,6.5536,2094.22,TRUE,FALSE,FALSE
