"","day1","day2","day3","day4","date","stormy","mixed","price","qty","rainy","cold","windspd","windspd2","pricelevel","totr","tots"
"232",0,0,0,0,911213,0,0,-0.160375048607514,8.14092096157662,0,0,2.590267,6.709484,0.7102941,16318,9992
"233",1,0,0,0,911216,1,0,-0.296766021815937,8.27249978337019,0,1,3.149883,9.921763,0.882,8725,5180
"234",0,1,0,0,911217,1,0,0.184339334923748,8.42136055175624,0,1,3.218876,10.36116,1.027778,2780,5030
"235",0,0,1,0,911218,1,0,0.215305136496601,6.94783877658091,0,1,3.184974,10.14406,0.93125,9078,6833
"236",0,0,0,1,911219,1,0,0.22894657798158,7.41502588397831,0,1,3.113515,9.693978,1.130952,5066,9763
"237",0,0,0,0,911220,1,0,0.399275811722241,8.18877412651483,0,1,3.149883,9.921763,1.2375,4796,5999
"238",1,0,0,0,911223,0,1,-0.398381348635734,8.85804169502774,0,1,2.953173,8.721229,0.7281818,13647,12196
"239",0,1,0,0,911224,0,1,-0.0895902204099484,8.82394184818853,0,1,3.036554,9.220662,0.896875,1255,3464
"240",0,0,0,1,911226,0,1,-0.0630766580830731,9.5521026586455,0,1,2.953173,8.721229,1.25,1115,815
"241",0,0,0,0,911227,0,0,0.292706684145793,9.20876761154202,0,1,2.862201,8.192194,1.279487,6887,6627
"242",1,0,0,0,911230,0,0,-0.649909145745681,9.77859019998056,1,1,2.70805,7.333536,0.9273437,15894,14260
"243",0,1,0,0,911231,0,0,-0.891701713540598,8.79750678168506,1,1,2.862201,8.192194,1.228261,5850,4015
"244",0,0,0,1,920102,0,0,0.157755004531639,8.31553338074382,0,0,2.813411,7.91528,1.244595,409,4109
"245",0,0,0,0,920103,0,0,-0.258647659938612,9.0936040139531,0,0,2.456736,6.035551,1.359375,7222,7222
"246",1,0,0,0,920106,1,0,0.289984740577733,7.95092324414616,0,0,3.314186,10.98383,1.491216,13036,11224
"247",0,1,0,0,920107,1,0,-0.293567326228197,8.82463191137088,0,1,3.344039,11.1826,1.64375,1760,3370
"248",0,0,1,0,920108,1,0,0.371939689489549,7.62999723703566,0,1,3.036554,9.220662,1.487097,4824,3470
"249",0,0,0,1,920109,0,1,0.0168429681015647,8.83909610607637,0,1,2.813411,7.91528,1.327174,16489,13607
"250",0,0,0,0,920110,0,1,0.432326867899618,8.63613044622314,1,0,2.650892,7.027227,1.254,4842,5260
"251",1,0,0,0,920113,0,1,-0.172151640791621,8.73922266124114,0,0,2.908721,8.460658,0.9302325,12732,11930
"252",0,1,0,0,920114,0,1,-0.353501931536732,8.10530337615192,0,0,2.813411,7.91528,0.8568182,7070,5590
"253",0,0,1,0,920115,1,0,0.135814272639993,8.57205379369376,1,1,2.995732,8.974412,1.266667,2873,2270
"254",0,0,0,1,920116,1,0,0.0937871457908583,8.88216758792538,0,1,3.113515,9.693978,1.1875,1915,4690
"255",0,0,0,0,920117,1,0,0.484460431014137,8.13431617250147,1,1,3.218876,10.36116,1.166667,240,1283
"256",1,0,0,0,920120,1,0,0.359644152772395,8.87382500183886,0,1,3.075775,9.460391,1.035714,300,580
"257",0,1,0,0,920121,0,1,-0.22692768131745,8.20274268329658,1,1,3.075775,9.460391,1.24375,1960,1550
"258",0,0,1,0,920122,0,0,-0.698517801662322,8.28379823941388,0,1,2.908721,8.460658,0.9394737,5408,4410
"259",0,0,0,1,920123,0,0,-0.101405614082104,7.17703693632653,0,0,2.70805,7.333536,0.6428571,10130,9909
"260",0,0,0,0,920124,0,0,-0.243313929521804,8.72217411590778,1,0,2.862201,8.192194,0.4630435,12943,11140
"261",1,0,0,0,920127,1,0,-0.875827809718447,9.56060274332097,1,1,3.113515,9.693978,0.4775,2766,4289
"262",0,1,0,0,920128,0,1,-0.495505098143634,8.03128132731818,0,1,2.862201,8.192194,0.4852941,4050,5548
"263",0,0,1,0,920129,0,0,-0.638326454664468,9.62234999789262,0,1,2.813411,7.91528,0.5954546,6208,3445
"264",0,0,0,1,920130,0,0,-0.688765630117591,8.35857637823492,0,1,2.650892,7.027227,0.575,7539,6151
"265",0,0,0,0,920131,0,0,-0.690127638756491,9.37656880936999,0,0,2.650892,7.027227,0.5717391,6250,4525
"266",1,0,0,0,920203,1,0,-0.156342967735124,9.27000680439916,0,1,3.251666,10.57333,0.6545454,8620,8250
"267",0,1,0,0,920204,1,0,0.674990194796742,8.26702442993714,0,1,3.283414,10.78081,0.4615385,300,1860
"268",0,0,1,0,920205,1,0,0.43224268442387,8.23892200045809,0,1,3.075775,9.460391,0.8153846,360,1280
"269",0,0,0,1,920206,1,0,0.350610346976786,8.06233551212446,0,1,3.075775,9.460391,1.468421,5680,4855
"270",0,0,0,0,920207,0,1,-0.195273916381094,7.64163002316145,0,1,2.953173,8.721229,1.416216,7484,8089
"271",1,0,0,0,920210,1,0,0.261812745452656,7.99505123804937,0,1,3.036554,9.220662,1.38125,6960,6275
"272",0,1,0,0,920211,1,0,-0.203256227751607,7.9588963517462,0,1,2.953173,8.721229,1.544231,2460,2680
"273",0,0,1,0,920212,1,0,0.579019220082273,7.9990188449306,0,1,2.908721,8.460658,1.221429,8396,5390
"274",0,0,0,1,920213,0,1,0.610909048852596,9.94704494619379,0,1,2.862201,8.192194,0.9928572,14440,8400
"275",0,0,0,0,920214,0,1,-0.0585886776479478,8.82228322172425,0,1,2.862201,8.192194,0.6222222,7095,13708
"276",0,1,0,0,920218,0,0,-0.136963688786429,6.91586513831839,0,1,2.862201,8.192194,0.4625,19698,17555
"277",0,0,1,0,920219,0,1,-0.388334740505289,9.00266150959885,0,0,2.813411,7.91528,0.3346154,10,3474
"278",0,0,0,1,920220,0,0,-0.503236749414012,8.64718179354144,0,0,2.70805,7.333536,0.4230769,6470,5870
"279",0,0,0,0,920221,0,1,-0.192966940140732,7.37572079230238,0,0,2.762117,7.629292,0.55,6695,8390
"280",1,0,0,0,920224,0,0,-0.343357632972981,9.49489955559009,0,1,2.525729,6.379305,0.5666667,5222,4340
"281",0,1,0,0,920225,0,0,-0.54791135628136,7.84333789365125,0,1,2.590267,6.709484,0.4625,2885,2100
"282",0,0,1,0,920226,0,1,-0.481039923960465,8.60841282705419,0,1,2.862201,8.192194,0.7615384,2025,2575
"283",0,0,0,1,920227,1,0,0.0627821000911091,10.1884196730922,1,1,2.953173,8.721229,1.203125,1179,2850
"284",0,0,0,0,920228,1,0,0.173835720678656,8.43179425564828,0,0,2.908721,8.460658,1.229687,7420,6190
"285",1,0,0,0,920302,0,1,-0.154102343528169,9.24840429347497,0,0,2.908721,8.460658,1.076923,5855,5635
"286",0,1,0,0,920303,1,0,-0.418585946540297,8.4807237675071,0,1,2.908721,8.460658,0.9928572,7327,6730
"287",0,0,1,0,920304,0,1,-0.201259348427576,7.55909638253335,0,0,2.762117,7.629292,0.775,7850,8055
"288",0,0,0,1,920305,0,1,-0.307165267011783,9.30625309628917,0,0,2.650892,7.027227,0.789394,8610,10135
"289",0,0,0,0,920306,0,0,-0.244577429623062,9.04313749662784,0,0,2.590267,6.709484,0.6157895,5213,5263
"290",1,0,0,0,920309,0,1,-0.139575362413613,8.74666344514533,0,0,2.862201,8.192194,0.444,26530,21620
"291",0,1,0,0,920310,0,1,0.335051135685645,8.36417219429127,0,0,2.813411,7.91528,0.62,4520,9685
"292",0,0,1,0,920311,0,1,-0.00757196996845177,7.5818503561795,0,1,2.762117,7.629292,0.7944444,3375,3350
"293",0,0,0,1,920312,1,0,0.482576276476308,9.05366414059173,1,1,3.075775,9.460391,0.7491667,10600,11015
"294",0,0,0,0,920313,1,0,-0.574113339830103,8.37158658956411,0,1,3.283414,10.78081,0.7111111,21070,3030
"295",1,0,0,0,920316,0,0,-0.166599150516485,9.1006089516629,0,1,2.862201,8.192194,0.618,250,15520
"296",0,1,0,0,920317,0,0,-0.659110845366052,9.36797846475615,0,1,2.813411,7.91528,0.5589285,7610,9590
"297",0,0,1,0,920318,0,1,-0.0618349688178617,9.28195844878138,0,1,2.908721,8.460658,0.9636363,3065,1705
"298",0,0,0,1,920319,0,0,-0.626331441580206,8.51733506802776,0,1,2.813411,7.91528,1.0775,3830,5510
"299",0,0,0,0,920320,1,0,0.067672524749077,8.58706967623189,1,1,3.075775,9.460391,0.5904762,8342,7347
"300",1,0,0,0,920323,0,0,-0.0359715905612652,7.0048672044826,0,1,2.590267,6.709484,0.89375,2305,2585
"301",0,1,0,0,920324,0,1,-0.648180894652822,7.8777987744529,0,1,2.762117,7.629292,0.7884616,4410,3745
"302",0,0,1,0,920325,0,1,-0.52133097689476,8.97231257615191,0,1,2.762117,7.629292,0.6541666,3000,2940
"303",0,0,0,1,920326,0,1,-0.368540693993865,8.2040062640489,0,0,2.862201,8.192194,0.6170455,11783,12140
"304",0,0,0,0,920327,0,1,-0.739745687877216,8.86981119010079,0,0,2.862201,8.192194,0.825,2535,2295
"305",1,0,0,0,920330,1,0,-0.0636630886892506,7.27371314352133,0,0,3.401197,11.56814,1.2,5130,2220
"306",0,1,0,0,920331,1,0,0.321227309821429,8.09440780819022,0,0,3.184974,10.14406,1.333333,514,1112
"307",0,0,1,0,920401,0,1,-0.0506293274311416,8.78388375665702,1,0,2.953173,8.721229,0.8291667,3920,4940
"308",0,0,0,1,920402,0,0,0.0499288699421703,8.46304893671537,0,0,2.590267,6.709484,0.64375,10240,11310
"309",0,0,0,0,920403,0,0,-0.0781230711515297,9.14037077811877,1,1,2.862201,8.192194,0.5666667,15042,14480
"310",1,0,0,0,920406,0,0,-0.804875782762695,9.32151357016636,0,0,2.813411,7.91528,0.6788461,6852,7727
"311",0,1,0,0,920407,0,0,0.123135913646609,8.2192458568522,0,0,2.70805,7.333536,0.6,305,1465
"312",0,0,1,0,920408,0,0,0.314268374463927,8.54567862815273,0,0,2.70805,7.333536,0.5406896,14148,12280
"313",0,0,0,1,920409,0,0,-0.373802812069229,8.73006719886351,0,0,2.650892,7.027227,0.6786207,5160,6250
"314",0,0,0,0,920410,0,0,-0.48202495534308,8.66947283752753,0,0,2.650892,7.027227,0.6895834,4340,5350
"315",1,0,0,0,920413,0,0,-0.762524005288436,8.99021404663858,0,1,2.862201,8.192194,0.7333333,7049,5535
"316",0,1,0,0,920414,0,0,-0.028895523915788,7.72758035374339,0,0,2.995732,8.974412,0.7045454,200,2260
"317",0,0,1,0,920415,0,0,-0.845207554461613,8.45924031119787,0,0,2.762117,7.629292,0.8,360,490
"318",0,0,0,1,920416,0,0,-0.482522391382688,8.84746436866927,0,0,2.525729,6.379305,0.7320513,11875,9655
"319",0,0,0,0,920417,0,0,-0.266345671290728,8.63268789152698,1,0,2.456736,6.035551,0.7978261,3900,6050
"320",0,1,0,0,920421,0,0,-0.155214739361491,8.27250550293617,0,0,2.590267,6.709484,0.7525641,10700,10494
"321",0,0,1,0,920422,0,0,-0.499684046480899,9.00268972752113,0,0,2.525729,6.379305,0.9074074,3940,4118
"322",0,0,0,1,920423,0,0,0.159976839473911,8.78339991075677,1,0,2.650892,7.027227,0.8676924,6570,5910
"323",0,0,0,0,920424,0,0,-0.647738543289996,9.51775357551132,0,0,2.650892,7.027227,0.5848276,15940,15455
"324",1,0,0,0,920427,0,0,0.0718878588745389,8.78454893869423,0,0,2.650892,7.027227,0.6314815,8170,5060
"325",0,1,0,0,920428,0,0,-0.736517996502406,8.96534226632942,0,0,2.590267,6.709484,0.6147059,1676,3300
"326",0,0,1,0,920429,0,0,-0.431841262325741,8.76670480754941,0,0,2.525729,6.379305,0.4675,6963,5785
"327",0,0,0,1,920430,0,0,0.321989321849248,8.12437879285148,0,0,2.525729,6.379305,0.409375,7694,9050
"328",0,0,0,0,920501,0,0,0.0862737155872217,8.66364759482904,0,0,2.525729,6.379305,0.330303,11370,8520
"329",1,0,0,0,920504,0,0,-0.82971638544198,9.48813164206819,0,0,2.862201,8.192194,0.45,1610,6260
"330",0,1,0,0,920505,0,1,-0.0230109827847049,7.32985995407087,0,0,2.908721,8.460658,0.9166666,1320,1290
"331",0,0,1,0,920506,0,1,-0.0409000815096303,7.88239287741271,0,0,2.862201,8.192194,1.203125,2305,1450
"332",0,0,0,1,920507,0,1,0.450315614635562,7.40934460476995,0,0,2.813411,7.91528,1.25,6080,4780
"333",0,0,0,0,920508,0,1,0.744722307290095,8.56471903990593,0,0,2.862201,8.192194,1.752632,4020,3420
"334",1,0,0,0,911202,1,0,0.00331086064616226,9.35333480925314,1,0,2.995732,8.974412,0.65,7232,8058
"335",0,1,0,0,911203,1,0,0.142301024368008,8.36696482462285,0,0,2.995732,8.974412,1,2110,2224
"336",0,0,1,0,911204,0,1,-0.862231618437598,10.0212878152219,1,1,2.813411,7.91528,1.075,5247,4231
"337",0,0,0,1,911205,1,0,0.0554423899744756,8.09504259428637,0,1,3.036554,9.220662,1.280357,1290,5750
"338",0,0,0,0,911206,1,0,0.533578038987063,8.80971772056603,0,1,3.036554,9.220662,1.943182,1717,2551
"339",1,0,0,0,911209,0,0,0.30528002164434,8.35251967187625,0,0,2.762117,7.629292,0.8134146,11643,10977
"340",0,1,0,0,911210,0,1,0.275878480878808,9.12363826229826,0,0,2.762117,7.629292,0.890625,9640,7485
"341",0,0,1,0,911211,0,0,-0.017393149632221,8.02926465177787,1,0,2.762117,7.629292,0.7711539,9347,9009
"342",0,0,0,1,911212,0,1,0.210194798297873,7.98067767325785,0,0,2.762117,7.629292,0.8894737,3890,4055
"343",0,0,0,0,911213,0,0,-0.723973286823226,8.78831782560874,0,0,2.590267,6.709484,0.7102941,16318,9992
"344",1,0,0,0,911216,1,0,0.126838247746522,7.52611426202573,0,1,3.149883,9.921763,0.882,8725,5180
"345",0,1,0,0,911217,1,0,0.571488368070399,8.29355971645868,0,1,3.218876,10.36116,1.027778,2780,5030
"346",0,0,1,0,911218,1,0,-0.0961091602576447,8.58711664592702,0,1,3.184974,10.14406,0.93125,9078,6833
"347",0,0,0,1,911219,1,0,0.802079751201024,7.26763162968694,0,1,3.113515,9.693978,1.130952,5066,9763
"348",0,0,0,0,911220,1,0,0.522140184424005,7.91254514512466,0,1,3.149883,9.921763,1.2375,4796,5999
"349",1,0,0,0,911223,0,1,0.162543446421442,8.95327603249571,0,1,2.953173,8.721229,0.7281818,13647,12196
"350",0,1,0,0,911224,0,1,-0.736633165377563,8.72114140375832,0,1,3.036554,9.220662,0.896875,1255,3464
"351",0,0,0,1,911226,0,1,0.2289978469929,7.558192949709,0,1,2.953173,8.721229,1.25,1115,815
"352",0,0,0,0,911227,0,0,-0.00575531451700417,8.5495065949007,0,1,2.862201,8.192194,1.279487,6887,6627
"353",1,0,0,0,911230,0,0,-0.22382864947573,8.45420270768853,1,1,2.70805,7.333536,0.9273437,15894,14260
"354",0,1,0,0,911231,0,0,-0.523826921294853,8.69625284705882,1,1,2.862201,8.192194,1.228261,5850,4015
"355",0,0,0,1,920102,0,0,-0.368057819383512,9.53827631399245,0,0,2.813411,7.91528,1.244595,409,4109
"356",0,0,0,0,920103,0,0,-0.120611342609328,8.86108660921232,0,0,2.456736,6.035551,1.359375,7222,7222
"357",1,0,0,0,920106,1,0,-0.0677736612468931,7.24687314383716,0,0,3.314186,10.98383,1.491216,13036,11224
"358",0,1,0,0,920107,1,0,0.485000974492824,8.29893384176168,0,1,3.344039,11.1826,1.64375,1760,3370
"359",0,0,1,0,920108,1,0,-0.17673839443515,7.61627069579773,0,1,3.036554,9.220662,1.487097,4824,3470
"360",0,0,0,1,920109,0,1,-0.0286088854532305,6.94185907187607,0,1,2.813411,7.91528,1.327174,16489,13607
"361",0,0,0,0,920110,0,1,0.0950047420156794,8.46412785179666,1,0,2.650892,7.027227,1.254,4842,5260
"362",1,0,0,0,920113,0,1,-0.183580055693084,7.85723643411983,0,0,2.908721,8.460658,0.9302325,12732,11930
"363",0,1,0,0,920114,0,1,-0.0876387415238504,7.26285515029964,0,0,2.813411,7.91528,0.8568182,7070,5590
"364",0,0,1,0,920115,1,0,0.109608031985696,9.67153016756661,1,1,2.995732,8.974412,1.266667,2873,2270
"365",0,0,0,1,920116,1,0,0.39579363246047,8.4921153583723,0,1,3.113515,9.693978,1.1875,1915,4690
"366",0,0,0,0,920117,1,0,0.403222087081457,8.02228707846917,1,1,3.218876,10.36116,1.166667,240,1283
"367",1,0,0,0,920120,1,0,0.712391999973106,8.18665978696002,0,1,3.075775,9.460391,1.035714,300,580
"368",0,1,0,0,920121,0,1,0.286334075058373,9.15223915902064,1,1,3.075775,9.460391,1.24375,1960,1550
"369",0,0,1,0,920122,0,0,-0.291107183385553,8.09876759323489,0,1,2.908721,8.460658,0.9394737,5408,4410
"370",0,0,0,1,920123,0,0,0.0630957926183493,8.98612117385385,0,0,2.70805,7.333536,0.6428571,10130,9909
"371",0,0,0,0,920124,0,0,-0.300452096109779,9.58379667194799,1,0,2.862201,8.192194,0.4630435,12943,11140
"372",1,0,0,0,920127,1,0,0.199036037227604,8.49342437057491,1,1,3.113515,9.693978,0.4775,2766,4289
"373",0,1,0,0,920128,0,1,-0.416568978504937,9.69237284609961,0,1,2.862201,8.192194,0.4852941,4050,5548
"374",0,0,1,0,920129,0,0,-0.0269951357420433,7.65832535875413,0,1,2.813411,7.91528,0.5954546,6208,3445
"375",0,0,0,1,920130,0,0,0.139895932093149,7.72180207735863,0,1,2.650892,7.027227,0.575,7539,6151
"376",0,0,0,0,920131,0,0,-0.15534445766756,7.65224972575276,0,0,2.650892,7.027227,0.5717391,6250,4525
"377",1,0,0,0,920203,1,0,-0.154833094229198,8.32517285542341,0,1,3.251666,10.57333,0.6545454,8620,8250
"378",0,1,0,0,920204,1,0,-0.0161448686595125,7.75011157553252,0,1,3.283414,10.78081,0.4615385,300,1860
"379",0,0,1,0,920205,1,0,-0.119267831062142,9.24255610793572,0,1,3.075775,9.460391,0.8153846,360,1280
"380",0,0,0,1,920206,1,0,-0.0521801099692012,6.97929565347043,0,1,3.075775,9.460391,1.468421,5680,4855
"381",0,0,0,0,920207,0,1,0.372575626538496,8.70041006996775,0,1,2.953173,8.721229,1.416216,7484,8089
"382",1,0,0,0,920210,1,0,0.0623615048775248,8.83224687467815,0,1,3.036554,9.220662,1.38125,6960,6275
"383",0,1,0,0,920211,1,0,0.286283542479929,8.2498467148717,0,1,2.953173,8.721229,1.544231,2460,2680
"384",0,0,1,0,920212,1,0,0.154051966803576,8.75229171391575,0,1,2.908721,8.460658,1.221429,8396,5390
"385",0,0,0,1,920213,0,1,0.179475394187034,9.38146489669543,0,1,2.862201,8.192194,0.9928572,14440,8400
"386",0,0,0,0,920214,0,1,0.397536425972024,8.77749192881718,0,1,2.862201,8.192194,0.6222222,7095,13708
"387",0,1,0,0,920218,0,0,-0.403924775105033,8.12979941892612,0,1,2.862201,8.192194,0.4625,19698,17555
"388",0,0,1,0,920219,0,1,-0.891722362474868,8.11208364686181,0,0,2.813411,7.91528,0.3346154,10,3474
"389",0,0,0,1,920220,0,0,0.264109002774204,8.51849154417646,0,0,2.70805,7.333536,0.4230769,6470,5870
"390",0,0,0,0,920221,0,1,-0.356667515490611,8.78806599438069,0,0,2.762117,7.629292,0.55,6695,8390
"391",1,0,0,0,920224,0,0,0.102383692589386,9.03130763584202,0,1,2.525729,6.379305,0.5666667,5222,4340
"392",0,1,0,0,920225,0,0,-0.213548349012144,9.12388998265508,0,1,2.590267,6.709484,0.4625,2885,2100
"393",0,0,1,0,920226,0,1,-0.173199104911912,7.32839211177183,0,1,2.862201,8.192194,0.7615384,2025,2575
"394",0,0,0,1,920227,1,0,0.123280627138412,6.72574799330798,1,1,2.953173,8.721229,1.203125,1179,2850
"395",0,0,0,0,920228,1,0,-0.0457018407604446,8.68023797427521,0,0,2.908721,8.460658,1.229687,7420,6190
"396",1,0,0,0,920302,0,1,-0.838520967831164,8.88160367745872,0,0,2.908721,8.460658,1.076923,5855,5635
"397",0,1,0,0,920303,1,0,-0.294496920172715,9.17956257846219,0,1,2.908721,8.460658,0.9928572,7327,6730
"398",0,0,1,0,920304,0,1,-0.0513542806599201,9.24598615358556,0,0,2.762117,7.629292,0.775,7850,8055
"399",0,0,0,1,920305,0,1,-0.38448381643953,8.43440894330192,0,0,2.650892,7.027227,0.789394,8610,10135
"400",0,0,0,0,920306,0,0,-0.201961758653765,8.87308754843716,0,0,2.590267,6.709484,0.6157895,5213,5263
"401",1,0,0,0,920309,0,1,-0.816088594323951,8.96018511019799,0,0,2.862201,8.192194,0.444,26530,21620
"402",0,1,0,0,920310,0,1,-0.113944206932065,8.31678164344032,0,0,2.813411,7.91528,0.62,4520,9685
"403",0,0,1,0,920311,0,1,0.366099391639412,8.85900962413384,0,1,2.762117,7.629292,0.7944444,3375,3350
"404",0,0,0,1,920312,1,0,0.134649941403988,8.56122275404206,1,1,3.075775,9.460391,0.7491667,10600,11015
"405",0,0,0,0,920313,1,0,0.210074445841721,8.93871366495107,0,1,3.283414,10.78081,0.7111111,21070,3030
"406",1,0,0,0,920316,0,0,-0.707594491673117,9.16989657922696,0,1,2.862201,8.192194,0.618,250,15520
"407",0,1,0,0,920317,0,0,-0.509010111704613,9.10469656120461,0,1,2.813411,7.91528,0.5589285,7610,9590
"408",0,0,1,0,920318,0,1,0.1589758729856,7.67800319517435,0,1,2.908721,8.460658,0.9636363,3065,1705
"409",0,0,0,1,920319,0,0,-0.102859914373044,9.48308944004135,0,1,2.813411,7.91528,1.0775,3830,5510
"410",0,0,0,0,920320,1,0,0.508174010111688,8.89433233333209,1,1,3.075775,9.460391,0.5904762,8342,7347
"411",1,0,0,0,920323,0,0,-0.25027764392422,9.00443612209253,0,1,2.590267,6.709484,0.89375,2305,2585
"412",0,1,0,0,920324,0,1,-0.94766877849674,8.70556629354349,0,1,2.762117,7.629292,0.7884616,4410,3745
"413",0,0,1,0,920325,0,1,-0.176534055836382,9.36123288008208,0,1,2.762117,7.629292,0.6541666,3000,2940
"414",0,0,0,1,920326,0,1,-0.541310367485233,8.7831101437789,0,0,2.862201,8.192194,0.6170455,11783,12140
"415",0,0,0,0,920327,0,1,0.0572940184390971,9.2546683002589,0,0,2.862201,8.192194,0.825,2535,2295
"416",1,0,0,0,920330,1,0,0.135415126022496,8.60135984754478,0,0,3.401197,11.56814,1.2,5130,2220
"417",0,1,0,0,920331,1,0,-0.28650432985077,8.76468862912534,0,0,3.184974,10.14406,1.333333,514,1112
"418",0,0,1,0,920401,0,1,-0.233533691866346,8.38915764220025,1,0,2.953173,8.721229,0.8291667,3920,4940
"419",0,0,0,1,920402,0,0,0.40743196197414,8.52789779976027,0,0,2.590267,6.709484,0.64375,10240,11310
"420",0,0,0,0,920403,0,0,-0.415443518570124,9.27404117288733,1,1,2.862201,8.192194,0.5666667,15042,14480
"421",1,0,0,0,920406,0,0,-0.284067438741074,7.93261248801992,0,0,2.813411,7.91528,0.6788461,6852,7727
"422",0,1,0,0,920407,0,0,-1.49555986023056,7.75655603170213,0,0,2.70805,7.333536,0.6,305,1465
"423",0,0,1,0,920408,0,0,-0.247112584050381,7.95722407332201,0,0,2.70805,7.333536,0.5406896,14148,12280
"424",0,0,0,1,920409,0,0,0.584997515858753,9.45940637579977,0,0,2.650892,7.027227,0.6786207,5160,6250
"425",0,0,0,0,920410,0,0,-0.962253862336478,9.25806930100996,0,0,2.650892,7.027227,0.6895834,4340,5350
"426",1,0,0,0,920413,0,0,-0.475379322472208,9.34785925392581,0,1,2.862201,8.192194,0.7333333,7049,5535
"427",0,1,0,0,920414,0,0,-0.541181945910637,9.66535278544124,0,0,2.995732,8.974412,0.7045454,200,2260
"428",0,0,1,0,920415,0,0,-0.079524125170912,8.75633159251407,0,0,2.762117,7.629292,0.8,360,490
"429",0,0,0,1,920416,0,0,-0.29305974510202,9.88721793814612,0,0,2.525729,6.379305,0.7320513,11875,9655
"430",0,0,0,0,920417,0,0,-0.32277443916518,9.44921056359287,1,0,2.456736,6.035551,0.7978261,3900,6050
"431",0,1,0,0,920421,0,0,0.096783529468941,8.5102672869479,0,0,2.590267,6.709484,0.7525641,10700,10494
"432",0,0,1,0,920422,0,0,-0.0439605528499736,7.5748649296682,0,0,2.525729,6.379305,0.9074074,3940,4118
"433",0,0,0,1,920423,0,0,-0.205840749686132,9.01073663858981,1,0,2.650892,7.027227,0.8676924,6570,5910
"434",0,0,0,0,920424,0,0,-0.441836215471112,8.44779650086248,0,0,2.650892,7.027227,0.5848276,15940,15455
"435",1,0,0,0,920427,0,0,-0.676391029344518,8.51241363436825,0,0,2.650892,7.027227,0.6314815,8170,5060
"436",0,1,0,0,920428,0,0,-0.465661342249849,8.47765084745616,0,0,2.590267,6.709484,0.6147059,1676,3300
"437",0,0,1,0,920429,0,0,-0.294447190171966,9.1701332481847,0,0,2.525729,6.379305,0.4675,6963,5785
"438",0,0,0,1,920430,0,0,0.161096425189868,9.22934894876414,0,0,2.525729,6.379305,0.409375,7694,9050
"439",0,0,0,0,920501,0,0,0.372841283413674,9.22895311427034,0,0,2.525729,6.379305,0.330303,11370,8520
"440",1,0,0,0,920504,0,0,-0.268943084142127,8.8987233844303,0,0,2.862201,8.192194,0.45,1610,6260
"441",0,1,0,0,920505,0,1,-0.431668171308187,7.97474932966654,0,0,2.908721,8.460658,0.9166666,1320,1290
"442",0,0,1,0,920506,0,1,-0.148453161838961,8.64611556354909,0,0,2.862201,8.192194,1.203125,2305,1450
"443",0,0,0,1,920507,0,1,-0.0440142248257889,9.20434775635864,0,0,2.813411,7.91528,1.25,6080,4780
"444",0,0,0,0,920508,0,1,0.075110653125869,8.05369307629702,0,0,2.862201,8.192194,1.752632,4020,3420
"445",1,0,0,0,911202,1,0,0.454273001104459,8.45767571225242,1,0,2.995732,8.974412,0.65,7232,8058
"446",0,1,0,0,911203,1,0,-0.539169547142016,8.87639912280894,0,0,2.995732,8.974412,1,2110,2224
"447",0,0,1,0,911204,0,1,-0.32913180622625,7.76486570740927,1,1,2.813411,7.91528,1.075,5247,4231
"448",0,0,0,1,911205,1,0,-0.14342119037346,9.01563895241979,0,1,3.036554,9.220662,1.280357,1290,5750
"449",0,0,0,0,911206,1,0,0.730461056106506,8.51744880924636,0,1,3.036554,9.220662,1.943182,1717,2551
"450",1,0,0,0,911209,0,0,-0.611876254009368,9.76569713013089,0,0,2.762117,7.629292,0.8134146,11643,10977
"451",0,1,0,0,911210,0,1,-1.10867050980389,7.91594031782388,0,0,2.762117,7.629292,0.890625,9640,7485
"452",0,0,1,0,911211,0,0,-1.03954322607402,8.06515926803499,1,0,2.762117,7.629292,0.7711539,9347,9009
"453",0,0,0,1,911212,0,1,-0.390763662173295,10.1627642464368,0,0,2.762117,7.629292,0.8894737,3890,4055
"454",0,0,0,0,911213,0,0,-0.484045274202325,8.34173400055871,0,0,2.590267,6.709484,0.7102941,16318,9992
"455",1,0,0,0,911216,1,0,0.492586081883342,7.69557090289768,0,1,3.149883,9.921763,0.882,8725,5180
"456",0,1,0,0,911217,1,0,-0.680440793478919,8.88690759512263,0,1,3.218876,10.36116,1.027778,2780,5030
"457",0,0,1,0,911218,1,0,-0.166083878471661,8.8869436827396,0,1,3.184974,10.14406,0.93125,9078,6833
"458",0,0,0,1,911219,1,0,0.234236962206285,8.7036255361357,0,1,3.113515,9.693978,1.130952,5066,9763
"459",0,0,0,0,911220,1,0,0.247636528728574,9.01603382683845,0,1,3.149883,9.921763,1.2375,4796,5999
"460",1,0,0,0,911223,0,1,0.058393000191554,6.92394541800777,0,1,2.953173,8.721229,0.7281818,13647,12196
"461",0,1,0,0,911224,0,1,-0.626535062241087,7.5363764163673,0,1,3.036554,9.220662,0.896875,1255,3464
"462",0,0,0,1,911226,0,1,0.0217682651766422,9.49952719116729,0,1,2.953173,8.721229,1.25,1115,815
"463",0,0,0,0,911227,0,0,-0.26291712366334,7.96319456219891,0,1,2.862201,8.192194,1.279487,6887,6627
